,id,accession_number,artist,artistRole,artistId,title,dateText,medium,creditLine,year,acquisitionYear,dimensions,width,height,depth,units,inscription,thumbnailCopyright,thumbnailUrl,url
66080,25098,T10715,"Percy, Lady Susan Elizabeth",artist,2523,[title not known] Verso: Landscape Sketch,date not known,Watercolour and graphite on paper. Verso: watercolour and graphite on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 144 x 212 mm,144,212,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10715_8.jpg,http://www.tate.org.uk/art/artworks/percy-title-not-known-verso-landscape-sketch-t10715
66081,25099,T10716,"Percy, Lady Susan Elizabeth",artist,2523,[title not known],date not known,Graphite and watercolour on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 191 x 279 mm,191,279,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10716_8.jpg,http://www.tate.org.uk/art/artworks/percy-title-not-known-t10716
66082,25100,T10717,"Percy, Lady Susan Elizabeth",artist,2523,[title not known],date not known,Graphite and watercolour on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 191 x 124 mm,191,124,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10717_8.jpg,http://www.tate.org.uk/art/artworks/percy-title-not-known-t10717
66083,23355,T10718,"Percy, Lady Susan Elizabeth",artist,2523,[title not known],date not known,Chalk and watercolour on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 182 x 134 mm,182,134,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10718_8.jpg,http://www.tate.org.uk/art/artworks/percy-title-not-known-t10718
66084,25137,T10719,"Percy, Lady Susan Elizabeth",artist,2523,[title not known],date not known,"Graphite, watercolour and ink on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 133 x 181 mm,133,181,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10719_8.jpg,http://www.tate.org.uk/art/artworks/percy-title-not-known-t10719
66099,25115,T10734,British (?) School,artist,2638,[title not known],date not known,Graphite and watercolour on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 117 x 125 mm,117,125,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10734_8.jpg,http://www.tate.org.uk/art/artworks/british-school-title-not-known-t10734
66101,25117,T10736,British (?) School,artist,2638,[title not known],date not known,Graphite and watercolour on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 213 x 159 mm,213,159,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10736_8.jpg,http://www.tate.org.uk/art/artworks/british-school-title-not-known-t10736
66105,25121,T10740,British (?) School,artist,2638,[title not known],date not known,Graphite and watercolour on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 231 x 164 mm,231,164,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10740_8.jpg,http://www.tate.org.uk/art/artworks/british-school-title-not-known-t10740
66107,25123,T10742,British (?) School,artist,2638,[title not known],date not known,"Graphite, watercolour and ink on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 68 x 57 mm,68,57,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10742_8.jpg,http://www.tate.org.uk/art/artworks/british-school-title-not-known-t10742
66108,25124,T10743,British (?) School,artist,2638,[title not known],date not known,Graphite and watercolour on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 98 x 181 mm,98,181,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10743_8.jpg,http://www.tate.org.uk/art/artworks/british-school-title-not-known-t10743
66111,25127,T10746,British (?) School,artist,2638,[title not known],date not known,"Watercolour, ink and graphite on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 196 x 248 mm,196,248,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10746_8.jpg,http://www.tate.org.uk/art/artworks/british-school-title-not-known-t10746
66112,25128,T10747,British (?) School,artist,2638,[title not known],date not known,"Watercolour, ink and graphite on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 161 x 232 mm,161,232,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10747_8.jpg,http://www.tate.org.uk/art/artworks/british-school-title-not-known-t10747
66113,25129,T10748,British (?) School,artist,2638,[title not known],date not known,"Graphite, watercolour and gum arabic on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 149 x 108 mm,149,108,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10748_8.jpg,http://www.tate.org.uk/art/artworks/british-school-title-not-known-t10748
66125,25142,T10760,British (?) School,artist,2638,[title not known],date not known,Graphite and watercolour on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 43 x 112 mm,43,112,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10760_8.jpg,http://www.tate.org.uk/art/artworks/british-school-title-not-known-t10760
66132,23365,T10767,British (?) School,artist,2638,[title not known],1833,Watercolour and ink on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1833,1997.0,support: 235 x 137 mm,235,137,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10767_8.jpg,http://www.tate.org.uk/art/artworks/british-school-title-not-known-t10767
66134,25149,T10769,British (?) School,artist,2638,[title not known],1833,Graphite and watercolour on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1833,1997.0,support: 138 x 236 mm,138,236,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10769_8.jpg,http://www.tate.org.uk/art/artworks/british-school-title-not-known-t10769
66137,25152,T10772,British (?) School,artist,2638,[title not known],1833,"Graphite, ink and watercolour on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1833,1997.0,support: 236 x 138 mm,236,138,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10772_8.jpg,http://www.tate.org.uk/art/artworks/british-school-title-not-known-t10772
66141,25156,T10776,British (?) School,artist,2638,[title not known],1833,"Graphite, ink and watercolour on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1833,1997.0,support: 137 x 236 mm,137,236,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10776_8.jpg,http://www.tate.org.uk/art/artworks/british-school-title-not-known-t10776
66144,25159,T10779,British (?) School,artist,2638,[title not known],1833,"Graphite, ink and watercolour on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1833,1997.0,support: 137 x 237 mm,137,237,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10779_8.jpg,http://www.tate.org.uk/art/artworks/british-school-title-not-known-t10779
66145,25160,T10780,British (?) School,artist,2638,[title not known],1833,Graphite and watercolour on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1833,1997.0,support: 137 x 236 mm,137,236,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10780_8.jpg,http://www.tate.org.uk/art/artworks/british-school-title-not-known-t10780
66154,25169,T10789,British (?) School,artist,2638,[title not known],1833,"Graphite, ink and watercolour on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1833,1997.0,support: 137 x 236 mm,137,236,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10789_8.jpg,http://www.tate.org.uk/art/artworks/british-school-title-not-known-t10789
66158,25173,T10793,British (?) School,artist,2638,[title not known],1833,Watercolour and ink on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1833,1997.0,support: 236 x 137 mm,236,137,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10793_8.jpg,http://www.tate.org.uk/art/artworks/british-school-title-not-known-t10793
66162,25177,T10797,British (?) School,artist,2638,[title not known],1833,Ink and watercolour on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1833,1997.0,support: 137 x 236 mm,137,236,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10797_8.jpg,http://www.tate.org.uk/art/artworks/british-school-title-not-known-t10797
66172,25185,T10807,British (?) School,artist,2638,[title not known] Verso: Sketch,date not known,Graphite and watercolour on paper. Verso: graphite on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 150 x 224 mm,150,224,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10807_8.jpg,http://www.tate.org.uk/art/artworks/british-school-title-not-known-verso-sketch-t10807
66173,25186,T10808,British (?) School,artist,2638,[title not known],date not known,"Graphite, ink and watercolour on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 214 x 150 mm,214,150,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10808_8.jpg,http://www.tate.org.uk/art/artworks/british-school-title-not-known-t10808
66179,25192,T10814,British (?) School,artist,2638,[title not known],date not known,Graphite and watercolour on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 168 x 228 mm,168,228,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10814_8.jpg,http://www.tate.org.uk/art/artworks/british-school-title-not-known-t10814
66180,25193,T10815,British (?) School,artist,2638,[title not known],date not known,Graphite and watercolour on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 244 x 176 mm,244,176,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10815_8.jpg,http://www.tate.org.uk/art/artworks/british-school-title-not-known-t10815
66181,25194,T10816,British (?) School,artist,2638,[title not known] Verso: Compositional Sketch,date not known,Chalk and watercolour on paper. Verso: graphite on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 174 x 241 mm,174,241,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10816_8.jpg,http://www.tate.org.uk/art/artworks/british-school-title-not-known-verso-compositional-sketch-t10816
66185,25198,T10820,British (?) School,artist,2638,[title not known] Verso: Tulip Design,date not known,Graphite and watercolour on paper. Verso: graphite on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 115 x 176 mm,115,176,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10820_8.jpg,http://www.tate.org.uk/art/artworks/british-school-title-not-known-verso-tulip-design-t10820
66186,25199,T10821,British (?) School,artist,2638,[title not known],date not known,"Ink, watercolour and graphite on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 135 x 196 mm,135,196,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10821_8.jpg,http://www.tate.org.uk/art/artworks/british-school-title-not-known-t10821
66187,25200,T10822,British (?) School,artist,2638,[title not known],date not known,"Graphite, ink and watercolour on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 327 x 227 mm,327,227,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10822_8.jpg,http://www.tate.org.uk/art/artworks/british-school-title-not-known-t10822
66188,22861,T10823,"Flaxman, John",artist,186,[title not known],date not known,Graphite and watercolour on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 199 x 157 mm,199,157,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10823_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-title-not-known-t10823
66189,24288,T10824,"Flaxman, John",artist,186,[title not known],date not known,Graphite and watercolour on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 198 x 157 mm,198,157,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10824_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-title-not-known-t10824
66190,22867,T10825,"Flaxman, John",artist,186,[title not known],date not known,Graphite and watercolour on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 198 x 157 mm,198,157,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10825_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-title-not-known-t10825
66191,22862,T10826,"Flaxman, John",artist,186,[title not known],date not known,Graphite and watercolour on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 198 x 156 mm,198,156,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10826_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-title-not-known-t10826
66192,22865,T10827,"Flaxman, John",artist,186,[title not known],date not known,Graphite and watercolour on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 198 x 156 mm,198,156,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10827_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-title-not-known-t10827
66194,22868,T10829,"Flaxman, John",artist,186,[title not known],date not known,Graphite and watercolour on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 199 x 156 mm,199,156,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10829_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-title-not-known-t10829
66195,22869,T10830,"Flaxman, John",artist,186,[title not known],date not known,Graphite and watercolour on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 199 x 156 mm,199,156,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10830_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-title-not-known-t10830
66196,22870,T10831,"Flaxman, John",artist,186,[title not known],date not known,Graphite and watercolour on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 199 x 156 mm,199,156,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10831_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-title-not-known-t10831
66197,22871,T10832,"Flaxman, John",artist,186,[title not known],date not known,Graphite and watercolour on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 199 x 156 mm,199,156,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10832_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-title-not-known-t10832
66198,22872,T10833,"Flaxman, John",artist,186,[title not known],date not known,Graphite and watercolour on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 199 x 156 mm,199,156,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10833_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-title-not-known-t10833
66200,22873,T10835,"Flaxman, John",artist,186,[title not known],date not known,Graphite and watercolour on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 198 x 157 mm,198,157,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10835_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-title-not-known-t10835
66201,22875,T10836,"Flaxman, John",artist,186,[title not known],date not known,Graphite and watercolour on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 197 x 157 mm,197,157,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10836_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-title-not-known-t10836
66203,22877,T10838,"Flaxman, John",artist,186,[title not known],date not known,"Graphite, pen and watercolour on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 198 x 156 mm,198,156,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10838_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-title-not-known-t10838
66204,22878,T10839,"Flaxman, John",artist,186,[title not known],date not known,"Graphite, pen and watercolour on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 198 x 156 mm,198,156,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10839_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-title-not-known-t10839
66205,22863,T10840,"Flaxman, John",artist,186,[title not known],date not known,"Graphite, pen and watercolour on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 198 x 156 mm,198,156,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10840_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-title-not-known-t10840
66206,22879,T10841,"Flaxman, John",artist,186,[title not known],date not known,"Graphite, pen and watercolour on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 198 x 156 mm,198,156,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10841_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-title-not-known-t10841
66207,22880,T10842,"Flaxman, John",artist,186,[title not known],date not known,"Graphite, pen and watercolour on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 198 x 156 mm,198,156,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10842_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-title-not-known-t10842
66208,22881,T10843,"Flaxman, John",artist,186,[title not known],date not known,"Graphite, pen and watercolour on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 198 x 155 mm,198,155,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10843_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-title-not-known-t10843
66209,22864,T10844,"Flaxman, John",artist,186,[title not known],date not known,"Graphite, pen and watercolour on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 198 x 157 mm,198,157,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10844_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-title-not-known-t10844
66210,24681,T10845,"Flaxman, John",artist,186,[title not known],date not known,"Graphite, pen and watercolour on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 198 x 157 mm,198,157,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10845_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-title-not-known-t10845
66211,24682,T10846,"Flaxman, John",artist,186,[title not known],date not known,"Graphite, pen and watercolour on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 198 x 157 mm,198,157,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10846_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-title-not-known-t10846
66212,24683,T10847,"Flaxman, John",artist,186,[title not known],date not known,"Graphite, pen and watercolour on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 197 x 157 mm,197,157,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10847_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-title-not-known-t10847
66213,24684,T10848,"Flaxman, John",artist,186,[title not known],date not known,"Graphite, pen and watercolour on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 198 x 157 mm,198,157,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10848_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-title-not-known-t10848
66215,24686,T10850,"Flaxman, John",artist,186,[title not known],date not known,"Graphite, pen and watercolour on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 198 x 156 mm,198,156,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10850_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-title-not-known-t10850
66216,24687,T10851,"Flaxman, John",artist,186,[title not known],date not known,"Graphite, pen and watercolour on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 198 x 156 mm,198,156,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10851_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-title-not-known-t10851
66217,24688,T10852,"Flaxman, John",artist,186,[title not known],date not known,"Graphite, pen and watercolour on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 198 x 156 mm,198,156,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10852_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-title-not-known-t10852
66218,24689,T10853,"Flaxman, John",artist,186,[title not known],date not known,"Graphite, pen and watercolour on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 198 x 156 mm,198,156,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10853_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-title-not-known-t10853
66219,24690,T10854,"Flaxman, John",artist,186,[title not known],date not known,"Graphite, pen and watercolour on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 198 x 156 mm,198,156,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10854_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-title-not-known-t10854
66220,24691,T10855,"Flaxman, John",artist,186,[title not known],date not known,"Graphite, pen and watercolour on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 198 x 157 mm,198,157,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10855_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-title-not-known-t10855
66221,24692,T10856,"Flaxman, John",artist,186,[title not known],date not known,"Graphite, pen and watercolour on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 198 x 157 mm,198,157,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10856_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-title-not-known-t10856
66222,24693,T10857,"Flaxman, John",artist,186,[title not known],date not known,"Graphite, pen and watercolour on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 198 x 157 mm,198,157,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10857_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-title-not-known-t10857
66223,24694,T10858,"Flaxman, John",artist,186,[title not known],date not known,"Graphite, pen and watercolour on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 198 x 157 mm,198,157,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10858_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-title-not-known-t10858
66224,24695,T10859,"Flaxman, John",artist,186,[title not known],date not known,"Graphite, pen and watercolour on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 198 x 156 mm,198,156,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10859_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-title-not-known-t10859
66225,24696,T10860,"Flaxman, John",artist,186,[title not known],date not known,"Graphite, pen and watercolour on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 198 x 156 mm,198,156,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10860_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-title-not-known-t10860
66226,24697,T10861,"Flaxman, John",artist,186,[title not known],date not known,"Graphite, pen and watercolour on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 198 x 156 mm,198,156,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10861_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-title-not-known-t10861
66227,24698,T10862,"Flaxman, John",artist,186,[title not known],date not known,"Graphite, pen and watercolour on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 198 x 157 mm,198,157,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10862_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-title-not-known-t10862
66228,24699,T10863,"Flaxman, John",artist,186,[title not known],date not known,"Graphite, pen and watercolour on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 198 x 156 mm,198,156,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10863_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-title-not-known-t10863
66229,24700,T10864,"Flaxman, John",artist,186,[title not known],date not known,"Graphite, pen and watercolour on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 198 x 155 mm,198,155,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10864_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-title-not-known-t10864
66230,24701,T10865,"Flaxman, John",artist,186,[title not known],date not known,"Graphite, pen and watercolour on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 198 x 157 mm,198,157,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10865_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-title-not-known-t10865
66233,24704,T10868,"Flaxman, John",artist,186,[title not known],date not known,"Graphite, pen and watercolour on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 198 x 157 mm,198,157,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10868_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-title-not-known-t10868
66234,24705,T10869,"Flaxman, John",artist,186,[title not known],date not known,"Graphite, pen and watercolour on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 198 x 157 mm,198,157,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10869_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-title-not-known-t10869
66235,24706,T10870,"Flaxman, John",artist,186,[title not known],date not known,"Graphite, pen and watercolour on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 198 x 157 mm,198,157,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10870_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-title-not-known-t10870
66236,24707,T10871,"Flaxman, John",artist,186,[title not known],date not known,"Graphite, pen and watercolour on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 198 x 156 mm,198,156,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10871_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-title-not-known-t10871
